name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00067925_68	LROB1.DN2223_c0_g2_i5.p1	-	-	-	-	-	-	-	LIOC1.DN4255_c0_g1_i1.p1	COCO1.DN638_c1_g2_i6.p1, COCO1.DN32195_c0_g1_i8.p1	-	-	HMED1.DN37658_c0_g1_i1.p1	-	TMUC1.DN4220_c0_g1_i3.p1	-	-	-	-	-	-	-	-	SYGR1.DN23812_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00105283_73	-	CCIR1.DN445_c0_g1_i8.p1	-	-	PECH.PE_Scaf3560_13.2	-	-	LEYZ1.DN1986_c0_g1_i3.p1	LIOC1.DN3125_c0_g1_i1.p1	COCO1.DN382_c0_g1_i1.p1	-	-	HMED1.DN30309_c0_g1_i1.p1	-	TMUC1.DN10730_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_227336	NROB1.DN1572_c0_g1_i5.p1	LLON.gene_ENSLLNG00015004209	PMAX.gene-LOC117337278	SNUD1.DN1893_c0_g1_i37.p1	HCAR1.DN8436_c0_g1_i1.p1	OXIA1.DN36_c0_g1_i1.p1	AVIR1.DN2337_c0_g1_i2.p1	SYGR1.DN1673_c0_g1_i2.p1	HINV1.DN225_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5940	MPIT1.DN1987_c0_g1_i12.p1	MMIN1.DN2604_c0_g1_i33.p1	RAND1.DN26488_c1_g2_i1.p1
HOG00101135_73	LROB1.DN22193_c0_g2_i1.p1	CCIR1.DN43960_c0_g1_i1.p1	-	-	PECH.PE_Scaf12501_1.10	-	-	LEYZ1.DN17154_c1_g2_i3.p1	LIOC1.DN6292_c0_g1_i6.p1	COCO1.DN4601_c0_g1_i9.p1	-	-	HMED1.DN31245_c0_g1_i1.p1	-	TMUC1.DN8261_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_190830	NROB1.DN4834_c0_g1_i1.p1	LLON.gene_ENSLLNG00015012630	PMAX.gene-LOC117332816	SNUD1.DN54357_c0_g1_i1.p1	HCAR1.DN9826_c11_g1_i1.p1	OXIA1.DN30568_c0_g2_i1.p1	AVIR1.DN11940_c0_g1_i2.p1	SYGR1.DN29047_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS26130	MPIT1.DN47512_c0_g1_i8.p1	MMIN1.DN10368_c0_g3_i1.p1	-
HOG00108311_73	LROB1.DN26842_c0_g3_i1.p1, LROB1.DN26842_c0_g2_i2.p1	CCIR1.DN7545_c0_g1_i4.p1	-	-	-	-	-	LEYZ1.DN25971_c2_g1_i2.p1	-	COCO1.DN9873_c0_g1_i5.p1	-	-	-	-	TMUC1.DN9487_c0_g2_i2.p1	CTEL.gene-CAPTEDRAFT_212288	NROB1.DN10204_c0_g1_i12.p1	LLON.gene_ENSLLNG00015012869	-	SNUD1.DN20140_c0_g2_i1.p1	HCAR1.DN7335_c0_g1_i2.p1	-	AVIR1.DN8668_c0_g1_i9.p1	-	HINV1.DN10984_c0_g1_i1.p1	-	AUJA1.DN5323_c0_g1_i2.p1	-	-	ECRY.ECRY_001319	-	-	-	-	-	MMIN1.DN65154_c0_g1_i3.p1	-
HOG00053509_66	-	-	-	-	-	-	-	-	-	COCO1.DN108579_c0_g1_i1.p1	-	-	-	SBEN.Sbene_G13878	-	CTEL.gene-CAPTEDRAFT_143408	NROB1.DN46593_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TSTR1.DN9492_c0_g2_i1.p1	-	-	-	-	-
HOG00046510_64	-	-	-	-	-	-	-	-	-	COCO1.DN39960_c0_g2_i3.p1, COCO1.DN21537_c0_g1_i2.p1, COCO1.DN14785_c0_g1_i3.p1, COCO1.DN55247_c0_g1_i19.p1, COCO1.DN13787_c0_g1_i2.p1, COCO1.DN32557_c1_g1_i1.p1	-	-	HMED1.DN17392_c0_g1_i2.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00092754_71	-	CCIR1.DN729_c0_g1_i2.p1	-	-	-	-	-	LEYZ1.DN9282_c0_g1_i1.p1	LIOC1.DN701_c1_g1_i4.p1	COCO1.DN1049_c1_g1_i23.p1	-	-	HMED1.DN6402_c0_g1_i4.p1	SBEN.Sbene_G19252	-	-	NROB1.DN1940_c0_g1_i2.p1, NROB1.DN8959_c0_g1_i1.p1	-	-	SNUD1.DN4814_c0_g2_i1.p1, SNUD1.DN4814_c0_g1_i2.p1	HCAR1.DN6625_c2_g1_i4.p1	OXIA1.DN11_c1_g1_i1.p1	AVIR1.DN5399_c0_g2_i4.p1	SYGR1.DN23373_c0_g1_i4.p1	HINV1.DN1687_c0_g1_i18.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS10758	-	MMIN1.DN9693_c0_g1_i14.p1	-
HOG00047012_64	-	-	-	-	-	CMAT.FUN_005954	NNAJ.FUN_043419, NNAJ.FUN_041500	-	-	COCO1.DN9358_c1_g2_i6.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00046730_64	-	-	MVUL.evm.TU.MV029003170	EAND.evm.TU.Chr01.549, EAND.evm.TU.Chr03.2749	-	-	-	-	-	COCO1.DN48245_c0_g1_i6.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00088775_71	LROB1.DN35755_c0_g1_i1.p1	-	-	-	-	-	NNAJ.FUN_011861, NNAJ.FUN_041914, NNAJ.FUN_041771	-	LIOC1.DN42441_c0_g3_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SYGR1.DN64115_c0_g1_i1.p1	HINV1.DN49313_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN127180_c0_g1_i1.p1	-	-
HOG00047724_64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN3857_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN1891_c0_g2_i2.p1, RAND1.DN1891_c0_g1_i3.p1, RAND1.DN5680_c0_g1_i3.p1, RAND1.DN2792_c0_g1_i4.p1
HOG00086765_71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN21474_c0_g1_i1.p1	-	-	SNUD1.DN24956_c0_g1_i2.p1	HCAR1.DN101562_c0_g1_i1.p1, HCAR1.DN35292_c0_g1_i2.p1	-	-	-	HINV1.DN14926_c0_g2_i1.p1	-	AUJA1.DN9062_c0_g1_i1.p1	PHRE1.DN24907_c0_g1_i2.p1	-	-	-	-	-	-	MPIT1.DN24868_c0_g1_i1.p1	-	-
HOG00097888_72	-	CCIR1.DN49648_c0_g1_i3.p1	-	EAND.evm.TU.Chr01.2063	PECH.PE_Scaf3676_2.3	-	-	LEYZ1.DN13054_c0_g1_i10.p1	-	COCO1.DN2059_c0_g1_i8.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_216817	NROB1.DN45697_c0_g2_i2.p1	-	PMAX.gene-LOC117317752	SNUD1.DN4001_c2_g1_i2.p1	HCAR1.DN87507_c0_g1_i2.p1	OXIA1.DN23147_c0_g1_i2.p1	-	-	HINV1.DN12118_c0_g1_i3.p1	-	-	-	-	-	-	-	PELO1.DN1990_c0_g1_i2.p1	-	-	-	-
HOG00044376_64	-	-	-	-	-	-	-	-	-	COCO1.DN51567_c0_g1_i14.p1	-	-	HMED1.DN20020_c0_g1_i1.p1	-	-	-	NROB1.DN11727_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN1626_c0_g1_i8.p1
HOG00045440_64	-	-	-	-	-	-	-	-	-	COCO1.DN1215_c1_g1_i1.p1, COCO1.DN3267_c0_g1_i19.p1	-	-	HMED1.DN3852_c0_g1_i10.p1	-	-	-	NROB1.DN5399_c0_g1_i21.p1	-	-	-	-	-	-	-	HINV1.DN4405_c0_g1_i14.p1	-	-	-	-	-	HMAN.evm.TU.Chr2.930	-	-	-	-	-	-
HOG00064548_68	LROB1.DN37240_c0_g1_i1.p1	CCIR1.DN36285_c0_g1_i1.p1	-	-	-	-	-	-	LIOC1.DN5296_c0_g3_i1.p1	COCO1.DN108388_c0_g1_i2.p1	-	-	-	SBEN.Sbene_G08553	-	CTEL.gene-CAPTEDRAFT_166406	-	-	-	-	-	-	AVIR1.DN59360_c0_g1_i1.p1	-	-	-	-	PHRE1.DN31140_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-
HOG00062851_68	-	CCIR1.DN2117_c0_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN31666_c0_g1_i11.p1	-	-	-	SBEN.Sbene_G19966	-	-	NROB1.DN23891_c0_g1_i1.p1	-	-	-	-	OXIA1.DN66270_c0_g1_i1.p1, OXIA1.DN11554_c0_g2_i1.p1	-	-	HINV1.DN32589_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN42122_c0_g1_i1.p1
HOG00045559_64	-	-	-	-	-	-	-	-	-	COCO1.DN14142_c0_g1_i9.p1, COCO1.DN29600_c0_g2_i1.p1, COCO1.DN7844_c0_g2_i3.p1, COCO1.DN4197_c0_g2_i1.p1, COCO1.DN25244_c0_g1_i9.p1, COCO1.DN4197_c1_g1_i3.p1	-	-	HMED1.DN29969_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00101313_73	LROB1.DN12459_c0_g1_i2.p1	CCIR1.DN2748_c0_g1_i2.p1	-	-	-	-	-	-	LIOC1.DN1554_c0_g2_i2.p1	COCO1.DN41038_c0_g1_i2.p1	-	-	-	-	TMUC1.DN336_c0_g1_i8.p1	-	NROB1.DN799_c0_g1_i2.p1	LLON.gene_ENSLLNG00015016268	PMAX.gene-LOC117320559, PMAX.gene-LOC117318495	SNUD1.DN4387_c2_g1_i1.p1	HCAR1.DN4124_c0_g3_i1.p1	-	-	SYGR1.DN4035_c0_g2_i6.p1	HINV1.DN37207_c0_g1_i1.p1	PMEY1.DN844_c0_g1_i2.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS16175	-	-	-
HOG00107399_73	LROB1.DN1333_c0_g3_i2.p1	CCIR1.DN2222_c1_g1_i1.p1	-	-	-	-	-	-	LIOC1.DN446_c0_g2_i1.p1	COCO1.DN724_c2_g1_i2.p1	-	-	HMED1.DN107414_c0_g1_i2.p1	-	TMUC1.DN8406_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_170435	NROB1.DN5644_c0_g1_i19.p1	LLON.gene_ENSLLNG00015023546	-	SNUD1.DN7512_c0_g1_i7.p1	HCAR1.DN72951_c0_g1_i2.p1	-	AVIR1.DN3373_c1_g1_i1.p1, AVIR1.DN84361_c0_g1_i1.p1	SYGR1.DN7077_c0_g2_i2.p1	HINV1.DN41787_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN5738_c0_g2_i1.p1, MPIT1.DN5738_c0_g1_i1.p1	MMIN1.DN76594_c0_g1_i2.p2	-
HOG00093479_71	-	CCIR1.DN1932_c0_g1_i4.p1	-	-	PECH.PE_Scaf3532_4.2	-	-	LEYZ1.DN2012_c1_g1_i2.p1	LIOC1.DN964_c0_g1_i1.p1	COCO1.DN2850_c1_g1_i4.p1	-	-	HMED1.DN8831_c1_g1_i2.p1	SBEN.Sbene_G11228	TMUC1.DN2394_c0_g1_i4.p1	CTEL.gene-CAPTEDRAFT_178858	NROB1.DN2938_c0_g2_i7.p1	-	-	SNUD1.DN24960_c1_g1_i6.p1, SNUD1.DN42212_c0_g2_i1.p1, SNUD1.DN1654_c0_g1_i1.p1	-	OXIA1.DN485_c2_g1_i4.p1	AVIR1.DN6412_c0_g1_i1.p1	SYGR1.DN3146_c0_g1_i4.p1	HINV1.DN241_c1_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS3357	-	-	RAND1.DN31783_c0_g1_i1.p1
HOG00045579_64	-	-	-	-	-	-	-	-	-	COCO1.DN53529_c0_g1_i5.p1, COCO1.DN11667_c0_g1_i4.p1, COCO1.DN15060_c1_g1_i2.p1	-	-	HMED1.DN35892_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00047215_64	-	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN98741_c0_g1_i1.p1	-	-	-	NROB1.DN22836_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN42762_c0_g1_i1.p1, HINV1.DN28123_c0_g1_i1.p1	PMEY1.DN7582_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00084176_70	-	CCIR1.DN28170_c0_g1_i4.p1	-	-	PECH.PE_Scaf9015_0.0, PECH.PE_Scaf12393_2.28	-	-	-	-	COCO1.DN14623_c0_g1_i13.p1, COCO1.DN7391_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PMEY1.DN3432_c0_g1_i16.p1	-	-	-	-	-	-	-	-	-	MMIN1.DN26453_c0_g1_i10.p1	-
HOG00103868_73	-	CCIR1.DN28183_c0_g1_i2.p1	-	EAND.evm.TU.Chr02.2296	PECH.PE_Scaf5241_1.5	CMAT.FUN_000358	-	-	-	COCO1.DN10540_c0_g1_i20.p1	-	-	-	SBEN.Sbene_G08957	TMUC1.DN67985_c1_g1_i1.p1	CTEL.gene-CAPTEDRAFT_91580	NROB1.DN7881_c0_g1_i2.p1	LLON.gene_ENSLLNG00015023368	PMAX.gene-LOC117335629	SNUD1.DN41105_c0_g1_i4.p1	-	-	AVIR1.DN5993_c0_g1_i2.p1	-	HINV1.DN12398_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS11644	-	MMIN1.DN30883_c0_g1_i1.p1	-
HOG00053750_66	-	-	-	-	-	-	-	-	-	COCO1.DN104228_c0_g1_i1.p1	-	-	HMED1.DN122851_c0_g1_i1.p1	SBEN.Sbene_G01953	-	-	NROB1.DN2539_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN38087_c0_g1_i1.p1	-	-	-	-	-	-	-	-
HOG00095396_72	LROB1.DN44321_c0_g1_i2.p1	CCIR1.DN47092_c0_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN1049_c0_g2_i5.p1	-	-	-	SBEN.Sbene_G11483	TMUC1.DN27159_c0_g2_i4.p1	CTEL.gene-CAPTEDRAFT_223510	NROB1.DN5931_c5_g2_i1.p1	-	PMAX.gene-LOC117329286	SNUD1.DN14786_c0_g1_i1.p1	HCAR1.DN10720_c0_g1_i1.p1	-	-	-	HINV1.DN32031_c0_g1_i1.p1	PMEY1.DN8297_c0_g1_i1.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS14609	MPIT1.DN87187_c0_g1_i1.p1	-	-
HOG00087196_71	LROB1.DN485_c0_g2_i2.p1	CCIR1.DN1909_c0_g1_i1.p1	-	-	-	-	NNAJ.FUN_022334	-	LIOC1.DN70263_c0_g1_i1.p1	COCO1.DN1787_c3_g1_i2.p1	-	-	HMED1.DN133074_c0_g1_i1.p1	-	TMUC1.DN620_c0_g1_i1.p1	-	NROB1.DN2940_c0_g4_i1.p1	-	-	-	HCAR1.DN966_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS3652	MPIT1.DN4197_c0_g1_i4.p1	-	-
HOG00081620_70	-	-	-	-	-	-	-	-	-	COCO1.DN64262_c0_g1_i1.p1	-	-	HMED1.DN50659_c0_g1_i1.p1	-	TMUC1.DN22996_c0_g1_i1.p1	-	NROB1.DN42342_c0_g1_i1.p1	-	-	-	HCAR1.DN145978_c0_g1_i1.p1	-	AVIR1.DN18913_c0_g1_i1.p1	SYGR1.DN21658_c0_g1_i1.p1, SYGR1.DN84459_c0_g1_i2.p1	HINV1.DN16857_c0_g1_i1.p1	-	-	PHRE1.DN27150_c0_g1_i2.p1	-	-	-	-	-	-	-	MMIN1.DN30979_c0_g1_i2.p1	-
HOG00044623_64	-	-	-	-	-	-	-	-	-	COCO1.DN89709_c0_g1_i1.p1	-	-	-	-	-	-	NROB1.DN31010_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	PHRE1.DN24830_c0_g1_i1.p1	-	-	-	-	-	-	-	-	RAND1.DN32485_c0_g2_i1.p1, RAND1.DN27603_c0_g1_i1.p1
HOG00087118_71	LROB1.DN25722_c0_g1_i1.p1, LROB1.DN17040_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN52870_c0_g1_i6.p1	-	NROB1.DN18767_c0_g2_i1.p1	-	-	SNUD1.DN100747_c0_g1_i1.p1, SNUD1.DN60823_c0_g1_i1.p1, SNUD1.DN16363_c0_g2_i1.p1, SNUD1.DN47626_c0_g2_i1.p1, SNUD1.DN75755_c0_g1_i1.p1	-	-	AVIR1.DN62441_c0_g1_i1.p1	SYGR1.DN64630_c0_g2_i1.p1, SYGR1.DN166092_c0_g1_i1.p1, SYGR1.DN73205_c0_g1_i1.p1	-	PMEY1.DN10824_c0_g2_i2.p1, PMEY1.DN1132_c0_g2_i2.p1	-	-	-	-	-	-	-	-	MPIT1.DN47429_c0_g1_i1.p1, MPIT1.DN16247_c0_g1_i2.p1	-	RAND1.DN57583_c0_g1_i1.p1
HOG00054771_67	LROB1.DN84353_c0_g1_i1.p1	CCIR1.DN4142_c1_g1_i2.p1	-	-	-	-	NNAJ.FUN_006058	-	-	-	-	-	-	SBEN.Sbene_G13429	TMUC1.DN16679_c0_g2_i1.p1	-	NROB1.DN250_c0_g2_i4.p2, NROB1.DN63814_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN19059_c0_g1_i1.p1	-	-	-	-	-	-	-	-
HOG00046461_64	-	-	-	-	-	-	-	-	-	COCO1.DN13016_c0_g1_i1.p1	-	-	HMED1.DN110179_c0_g1_i1.p1	-	-	-	NROB1.DN26591_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN22902_c0_g1_i1.p1
HOG00103350_73	LROB1.DN60706_c0_g1_i1.p1	CCIR1.DN74458_c0_g1_i1.p1	-	-	PECH.PE_Scaf3141_14.1	-	-	LEYZ1.DN8179_c1_g1_i3.p1	LIOC1.DN18268_c2_g3_i1.p1	COCO1.DN11448_c0_g1_i7.p1	-	-	HMED1.DN137338_c0_g1_i1.p1	-	TMUC1.DN4401_c0_g1_i1.p1	-	-	LLON.gene_ENSLLNG00015020244	PMAX.gene-LOC117339062	SNUD1.DN11602_c0_g1_i4.p1	-	-	-	SYGR1.DN35384_c0_g1_i1.p1	HINV1.DN8015_c0_g2_i1.p1	-	-	PHRE1.DN37065_c0_g1_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS9439	-	-	-
HOG00097058_72	LROB1.DN5118_c0_g1_i8.p1	-	MVUL.evm.TU.MV013009860	EAND.evm.TU.Chr05.1276	-	-	-	-	LIOC1.DN3529_c0_g1_i3.p1	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_219104	NROB1.DN4321_c0_g1_i22.p1	-	PMAX.gene-LOC117316397	SNUD1.DN6793_c0_g1_i6.p1	HCAR1.DN14977_c0_g1_i7.p1	OXIA1.DN46103_c0_g1_i2.p1	AVIR1.DN9905_c0_g1_i23.p1	SYGR1.DN3701_c0_g1_i1.p1	HINV1.DN7590_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS2922	-	-	-
HOG00096840_72	-	CCIR1.DN33976_c0_g1_i1.p1	-	-	PECH.PE_Scaf4664_3.13	-	-	-	LIOC1.DN33067_c0_g1_i2.p1	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_228272	NROB1.DN71634_c0_g1_i1.p1	-	PMAX.gene-LOC117343349	-	HCAR1.DN93670_c1_g1_i3.p1	-	AVIR1.DN17560_c0_g1_i6.p1	-	-	-	-	-	-	ECRY.ECRY_014924	-	-	-	OFUS.gene-OFUS_LOCUS14672	-	-	-
HOG00092709_71	LROB1.DN9008_c0_g1_i1.p1	CCIR1.DN2996_c1_g1_i2.p1, CCIR1.DN2996_c1_g2_i1.p1, CCIR1.DN9687_c0_g1_i12.p1	-	-	-	-	-	LEYZ1.DN3585_c0_g2_i2.p1	LIOC1.DN5861_c1_g1_i3.p1	COCO1.DN3906_c0_g1_i13.p1, COCO1.DN1730_c1_g1_i24.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_205655, CTEL.gene-CAPTEDRAFT_227690	NROB1.DN10862_c0_g1_i3.p1, NROB1.DN14311_c0_g1_i2.p1, NROB1.DN15105_c0_g2_i1.p1, NROB1.DN4270_c1_g1_i5.p1	-	-	SNUD1.DN7060_c1_g1_i2.p1, SNUD1.DN25207_c0_g1_i1.p1	-	-	AVIR1.DN7068_c0_g1_i3.p1	SYGR1.DN69534_c0_g1_i2.p1	HINV1.DN19992_c0_g1_i1.p1, HINV1.DN30569_c0_g1_i1.p1	-	-	PHRE1.DN13683_c0_g1_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS9187	-	MMIN1.DN8263_c0_g3_i2.p1	-
HOG00044401_64	-	-	-	-	-	-	-	-	-	COCO1.DN108838_c0_g1_i1.p1	-	-	HMED1.DN13569_c0_g2_i1.p1	-	-	-	NROB1.DN64109_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN26739_c0_g3_i1.p1
HOG00073633_69	LROB1.DN15502_c0_g1_i1.p1	CCIR1.DN15402_c0_g2_i1.p1	-	EAND.evm.TU.Chr04.2089	PECH.PE_Scaf8336_0.2	-	-	LEYZ1.DN6270_c2_g1_i3.p1	LIOC1.DN59_c2_g1_i2.p1	-	-	-	HMED1.DN132871_c0_g1_i1.p1	-	-	CTEL.gene-CAPTEDRAFT_182806	NROB1.DN12098_c0_g1_i3.p1	-	-	SNUD1.DN5134_c0_g1_i9.p1	-	-	AVIR1.DN6333_c0_g1_i2.p1	SYGR1.DN22873_c0_g3_i1.p1, SYGR1.DN13216_c0_g1_i7.p1	HINV1.DN19102_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00046075_64	-	-	-	-	-	-	-	-	-	COCO1.DN30520_c0_g1_i1.p1, COCO1.DN46342_c0_g1_i4.p1, COCO1.DN2657_c1_g1_i3.p1, COCO1.DN3932_c0_g1_i1.p1, COCO1.DN27174_c0_g3_i2.p2, COCO1.DN42466_c0_g1_i6.p1, COCO1.DN106346_c0_g1_i4.p1, COCO1.DN41879_c0_g2_i1.p1	-	-	HMED1.DN23696_c0_g2_i2.p1, HMED1.DN23696_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00064896_68	LROB1.DN73228_c0_g1_i1.p1	CCIR1.DN108703_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN31707_c0_g1_i1.p1	-	-	-	-	-	AVIR1.DN100557_c0_g1_i1.p1	SYGR1.DN146360_c0_g1_i1.p1, SYGR1.DN30192_c0_g2_i2.p1	-	-	-	-	PVOL1.DN57721_c0_g1_i1.p1	-	-	-	-	-	-	-	RAND1.DN59858_c0_g1_i1.p1
HOG00055988_67	LROB1.DN47116_c0_g1_i1.p1	-	-	-	-	CMAT.FUN_002593	NNAJ.FUN_047188	-	-	-	-	-	-	-	-	-	NROB1.DN25934_c0_g1_i1.p1, NROB1.DN25879_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN43246_c0_g1_i1.p1, HINV1.DN15804_c0_g1_i1.p1, HINV1.DN36296_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00075332_69	-	CCIR1.DN16985_c0_g1_i1.p1, CCIR1.DN16985_c0_g2_i1.p1	-	-	-	-	-	-	-	COCO1.DN47407_c2_g1_i1.p1	-	-	HMED1.DN16867_c2_g1_i1.p1	-	-	-	NROB1.DN19789_c0_g4_i1.p1	-	-	SNUD1.DN21207_c0_g1_i1.p1	HCAR1.DN163575_c0_g1_i1.p1	-	-	-	HINV1.DN22607_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00094425_71	LROB1.DN21257_c0_g1_i3.p1	-	-	-	-	-	NNAJ.FUN_025092, NNAJ.FUN_044438	-	-	COCO1.DN7153_c0_g1_i2.p1	-	-	-	-	TMUC1.DN28520_c0_g2_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PELO1.DN19971_c0_g1_i1.p1, PELO1.DN21021_c0_g1_i2.p1	OFUS.gene-OFUS_LOCUS26690	-	-	-
HOG00047651_64	-	-	-	EAND.evm.TU.ctg5202.1	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN13872_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN38217_c0_g1_i1.p1	-	AUJA1.DN1603_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-
HOG00073081_69	-	CCIR1.DN45727_c0_g2_i2.p1	-	-	-	-	NNAJ.FUN_040029	-	-	-	-	-	-	-	-	-	NROB1.DN25617_c0_g2_i1.p1	-	-	SNUD1.DN39172_c0_g1_i2.p1, SNUD1.DN75213_c0_g1_i1.p1	-	OXIA1.DN17050_c0_g2_i1.p1	AVIR1.DN22124_c0_g1_i1.p1	-	HINV1.DN42094_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00045592_64	-	-	-	-	-	-	-	-	-	COCO1.DN5550_c0_g1_i16.p1	-	-	HMED1.DN86194_c0_g1_i1.p1	-	-	-	NROB1.DN5118_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN9207_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00064545_68	LROB1.DN19721_c0_g1_i1.p1	CCIR1.DN1976_c2_g3_i1.p1	-	-	-	-	-	-	-	COCO1.DN3088_c1_g1_i1.p1	-	-	-	-	-	-	NROB1.DN42292_c0_g1_i1.p1	-	-	-	-	-	AVIR1.DN65957_c0_g1_i1.p1	SYGR1.DN18207_c0_g1_i2.p1	HINV1.DN14760_c0_g1_i1.p1	-	-	PHRE1.DN14148_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-
